route_id,agency_id,route_short_name,Type,avg_co2_per_vehicle_per_km,avg_passenger_count,route_long_name,route_desc,route_type,route_url
2349B,HSL,349B,A-bus,1100,11,Lepsämänjoki-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b349B.html
2349BK,HSL,349BK,A-bus,1100,11,Lepsämänjoki-Hännikäinen-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b349BK.html
2436N,HSL,436N,C-bus,1300,14,Elielinaukio-Myyrmäki-Martinlaakso-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b436N.html
2502,HSL,502,A-bus,0,11,Kallio-Meilahti-Munkkiniemi-Leppävaara,,701,http://aikataulut.hsl.fi/linjat/fi/b502.html
2510,HSL,510,C-bus,1300,14,Herttoniemi (M)-Pasila-Tapiola(M)-Espoonl.(M)-Kivenlahti (M),,702,http://aikataulut.hsl.fi/linjat/fi/b510.html
2531,HSL,531,A-bus,1100,11,Tiistilä-Matinkylä (M)-Olari-Espoon keskus,,701,http://aikataulut.hsl.fi/linjat/fi/b531.html
2533,HSL,533,C-bus,1300,14,Hyljelahti-Matinkylä (M)-Kauniainen-Järvenperä,,701,http://aikataulut.hsl.fi/linjat/fi/b533.html
2542,HSL,542,C-bus,1300,14,Soukanniemi-Soukka(M)-Espoonl.(M)-Kivenl.(M)-Espoon k.-Jorvi,,701,http://aikataulut.hsl.fi/linjat/fi/b542.html
2544,HSL,544,A-bus,1100,11,Leppävaara-Karamalmi-Kaitaa-Soukka-Espoonlahti-Kivenlahti,,701,http://aikataulut.hsl.fi/linjat/fi/b544.html
2548,HSL,548,A-bus,1100,11,Tapiola (M)-Mankkaa-Kauniainen-Viherlaakso-Jupperi,,701,http://aikataulut.hsl.fi/linjat/fi/b548.html
2549,HSL,549,A-bus,1100,11,Tapiola(M)-Mankkaa-Kauniainen-Jorvi,,701,http://aikataulut.hsl.fi/linjat/fi/b549.html
2553,HSL,553,A-bus,1100,11,Hakunila-Malmi-Maunula-Leppävaara,,701,http://aikataulut.hsl.fi/linjat/fi/b553.html
2582,HSL,582,A-bus,1100,11,Espoon keskus-Juvanmalmi-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b582.html
2582V,HSL,582V,A-bus,1100,11,Espoon keskus-Juvanmalmi-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b582V.html
3001I,HSL,I,Train,0,68,Helsinki-Helsinki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001K,HSL,K,Train,0,68,Helsinki-Kerava,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001R,HSL,R,Train,0,68,Helsinki-Riihimäki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001T,HSL,T,Train,0,68,Helsinki-Riihimäki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001Z,HSL,Z,Train,0,68,Helsinki-Lahti,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002A,HSL,A,Train,0,68,Helsinki-Leppävaara,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002E,HSL,E,Train,0,68,Helsinki-Kauklahti,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002L,HSL,L,Train,0,68,Helsinki-Kirkkonummi,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002P,HSL,P,Train,0,68,Helsinki-Helsinki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002U,HSL,U,Train,0,68,Helsinki-Kirkkonummi,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002Y,HSL,Y,Train,0,68,Helsinki-Siuntio,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
31M1,HSL,M1,Metro,0,120,Kivenlahti - Vuosaari,,1,http://aikataulut.hsl.fi/linjat/fi/bM1.html
31M1B,HSL,M1B,Metro,0,120,Itäkeskus - Vuosaari,,1,http://aikataulut.hsl.fi/linjat/fi/bM1B.html
31M2,HSL,M2,Metro,0,120,Tapiola - Mellunmäki,,1,http://aikataulut.hsl.fi/linjat/fi/bM2.html
31M2B,HSL,M2B,Metro,0,120,Itäkeskus - Mellunmäki,,1,http://aikataulut.hsl.fi/linjat/fi/bM2B.html
4300,HSL,300,C-bus,1300,14,Elielinaukio-Myyrmäki,,702,http://aikataulut.hsl.fi/linjat/fi/b300.html
4311,HSL,311,A-bus,1100,11,Kaivoksela-Myyrmäki-Hämeenkylä,,701,http://aikataulut.hsl.fi/linjat/fi/b311.html
4313,HSL,313,M-bus,230,1.5,Kaivoksela-Myyrmäki-Hämeenkylä,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_313_web.pdf
4335,HSL,335,A-bus,1100,11,Askisto-Martinlaakso-Louhela-Myyrmäki-Vapaala-Linnainen,,701,http://aikataulut.hsl.fi/linjat/fi/b335.html
4335B,HSL,335B,C-bus,1300,14,Askisto-Martinlaakso-Louhela-Myyrmäki-Vapaala,,701,http://aikataulut.hsl.fi/linjat/fi/b335B.html
4400,HSL,400,C-bus,1300,14,Kamppi-Martinlaakso-Vantaankoski,,702,http://aikataulut.hsl.fi/linjat/fi/b400.html
4413,HSL,413,M-bus,230,1.5,Martinlaakso-Myyrmäki,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_413_web.pdf
4415N,HSL,415N,C-bus,1300,14,Elielinaukio-Myyrmäki-Ylästö-Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/b415N.html
4431,HSL,431,C-bus,1300,14,Elielinaukio-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b431.html
4431B,HSL,431B,C-bus,1300,14,Elielinaukio-Vantaanlaakso,,701,http://aikataulut.hsl.fi/linjat/fi/b431B.html
4431N,HSL,431N,C-bus,1300,14,Elielinaukio-Kuninkaantammi-Vantaanlaakso-Kivistö-Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/b431N.html
4433,HSL,433,A-bus,0,11,Martinlaakso-Vantaanpuisto-Petas-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b433.html
4434,HSL,434,A-bus,0,11,Kivistö-Keimolanmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b434.html
4443,HSL,443,A-bus,0,11,Kivistö-Vestra,,701,http://aikataulut.hsl.fi/linjat/fi/b443.html
4443K,HSL,443K,A-bus,0,11,Kivistö-Luhtaanmäki-Vestra,,701,http://aikataulut.hsl.fi/linjat/fi/b443K.html
4444,HSL,444,M-bus,230,1.5,Kivistö-Katriinan sairaala-Tapola-Riipilä,,701,http://aikataulut.hsl.fi/linjat/fi/b444.html
4444T,HSL,444T,M-bus,230,1.5,Kivistö-Katriinan sairaala-Tapola-Pirttiranta-Riipilä,,701,http://aikataulut.hsl.fi/linjat/fi/b444T.html
4445,HSL,445,A-bus,0,11,Kivistö-Katriinan sairaala-Reuna,,701,http://aikataulut.hsl.fi/linjat/fi/b445.html
4446,HSL,446,M-bus,230,1.5,Kivistö-Koivupää-Katriinan sairaala-Kesäkylä,,701,http://aikataulut.hsl.fi/linjat/fi/b446.html
4447,HSL,447,M-bus,230,1.5,Kivistö-Viinikanmetsä-Kesäkylä,,701,http://aikataulut.hsl.fi/linjat/fi/b447.html
4518,HSL,518,A-bus,0,11,Ilmala-Pasila-Kuninkaanmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b518.html
4522,HSL,522,A-bus,550,11,Leppävaara - Pähkinärinne - Vantaankoski,,701,http://aikataulut.hsl.fi/linjat/fi/b522.html
4522B,HSL,522B,A-bus,550,11,Leppävaara-Hämevaara,,701,http://aikataulut.hsl.fi/linjat/fi/b522B.html
4560,HSL,560,C-bus,1300,14,Rastila (M)-Vuosaari (M)-Kontula (M)-Malmi-Myyrmäki,,702,http://aikataulut.hsl.fi/linjat/fi/b560.html
4561,HSL,561,A-bus,1100,11,Itäkeskus (M)-Malmi-Aviapolis-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b561.html
4562,HSL,562,A-bus,1100,11,Itäkeskus (M) - Malmi - Aviapolis - Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/v562.html
4570,HSL,570,D-bus,0,18,Mellunmäki(M)-Tikkurila-Aviapolis-Lentoasema,,702,http://aikataulut.hsl.fi/linjat/fi/b570.html
4571,HSL,571,C-bus,1300,14,Tikkurila-Ylästö-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b571.html
4572,HSL,572,A-bus,1100,11,Mellunmäki-Martinlaakso,,701,http://aikataulut.hsl.fi/linjat/fi/b572.html
4574,HSL,574,A-bus,1100,11,Peijas-Ruskeasanta-Aviapolis-Ylästö-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b574.html
4576,HSL,576,A-bus,1100,11,Tikkurila-Aviapolis-Seutula-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b576.html
4587,HSL,587,A-bus,1100,11,Mellunmäki-Korso-Vierumäki,,701,http://aikataulut.hsl.fi/linjat/fi/b587.html
4588,HSL,588,A-bus,1100,11,Länsisalmi-Itä-Hakkila-Sotungin koulu,,701,http://aikataulut.hsl.fi/linjat/fi/b588.html
4588B,HSL,588B,A-bus,1100,11,Länsisalmi-Sotungin koulu,,701,http://aikataulut.hsl.fi/linjat/fi/b588B.html
4600,HSL,600,C-bus,1300,14,Rautatientori-Kartanonkoski-Lentoasema,,702,http://aikataulut.hsl.fi/linjat/fi/b600.html
4611,HSL,611,C-bus,1300,14,Rautatientori-Siltamäki-Suutarila-Tikkurila,,701,http://aikataulut.hsl.fi/linjat/fi/b611.html
4614,HSL,614,A-bus,1100,11,Hakaniemi-Tammisto-Ylästö,,701,http://aikataulut.hsl.fi/linjat/fi/b614.html
4617,HSL,617,A-bus,1100,11,Hakaniemi-Tammisto-Aviapolis,,701,http://aikataulut.hsl.fi/linjat/fi/b617.html
4619,HSL,619,A-bus,0,11,Tikkurila-Hiekkaharju-Simonsilta,,701,http://aikataulut.hsl.fi/linjat/fi/b619.html
4623,HSL,623,A-bus,1100,11,Hakaniemi-Peijas,,701,http://aikataulut.hsl.fi/linjat/fi/b623.html
4624,HSL,624,A-bus,0,11,Tikkurila-Ilola-Leinelä-Koivukylä-Havukoski-Päiväkumpu,,701,http://aikataulut.hsl.fi/linjat/fi/b624.html
4624N,HSL,624N,A-bus,0,11,Tikkurila-Leinelä-Ilola,,701,http://aikataulut.hsl.fi/linjat/fi/b624N.html
4625,HSL,625,M-bus,230,1.5,Tikkurila-Koivukylä-Peijas-Rekolanmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b625.html
4631,HSL,631,A-bus,0,11,Tikkurila-Koivukylä-Korso-Kulomäki,,701,http://aikataulut.hsl.fi/linjat/fi/b631.html
4633,HSL,633,A-bus,1100,11,Hakaniemi-Ilola-Korso,,701,http://aikataulut.hsl.fi/linjat/fi/b633.html
4711,HSL,711,C-bus,0,14,Hakaniemi-Kuusikko-Tikkurila,,701,http://aikataulut.hsl.fi/linjat/fi/b711.html
4713,HSL,713,M-bus,230,1.5,Hakunilan palvelulinja,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_713_web.pdf
4713B,HSL,713B,M-bus,230,1.5,Hakunilan palvelulinja,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_713_web.pdf
4717,HSL,717,C-bus,0,14,Rautatientori-Jakomäki-Hakunila-Honkanummi-Tikkurila,,701,http://aikataulut.hsl.fi/linjat/fi/b717.html
4717K,HSL,717K,C-bus,0,14,Rautatientori-Jakomäki-Vaarala-Hakunila-Tikkurila,,701,http://aikataulut.hsl.fi/linjat/fi/b717K.html
4717N,HSL,717N,C-bus,0,14,Rautatientori-Jakomäki-Hakunila-Nissas,,701,http://aikataulut.hsl.fi/linjat/fi/b717N.html
4718,HSL,718,A-bus,0,11,Rautatientori-Nissas,,701,http://aikataulut.hsl.fi/linjat/fi/b718.html
4718A,HSL,718A,A-bus,0,11,Rautatientori-Nissas-Sotunki,,701,http://aikataulut.hsl.fi/linjat/fi/b718A.html
4719,HSL,719,M-bus,230,1.5,Nybygget-Hakunila,,701,http://aikataulut.hsl.fi/linjat/fi/b719.html
4719B,HSL,719B,M-bus,230,1.5,Länsisalmi-Hakunila,,701,http://aikataulut.hsl.fi/linjat/fi/b719B.html
4719K,HSL,719K,M-bus,230,1.5,Nybygget-Länsisalmi-Hakunila,,701,http://aikataulut.hsl.fi/linjat/fi/b719K.html
4721,HSL,721,A-bus,0,11,Hakaniemi-Honkanummi-Havukoski-Päiväkumpu-Koivukylä,,701,http://aikataulut.hsl.fi/linjat/fi/b721.html
4721N,HSL,721N,C-bus,0,14,Rautatientori-Honkanummi-Havukoski-Päiväkumpu-Koivukylä,,701,http://aikataulut.hsl.fi/linjat/fi/b721N.html
4723,HSL,723,M-bus,230,1.5,Koivukylän palvelulinja,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_723_web.pdf
4724,HSL,724,A-bus,0,11,Tikkurila-Jokiniemi-Havukoski-Päiväkumpu,,701,http://aikataulut.hsl.fi/linjat/fi/b724.html
4731,HSL,731,A-bus,0,11,Hakaniemi-Korso-Kulomäki,,701,http://aikataulut.hsl.fi/linjat/fi/b731.html
4731N,HSL,731N,C-bus,0,14,Rautatientori-Kulomäki,,701,http://aikataulut.hsl.fi/linjat/fi/b731N.html
4734,HSL,734,A-bus,0,11,Jokivarsi-Korso,,701,http://aikataulut.hsl.fi/linjat/fi/b734.html
4735,HSL,735,A-bus,0,11,Tikkurila-Korso-Mikkola,,701,http://aikataulut.hsl.fi/linjat/fi/b735.html
4736,HSL,736,A-bus,0,11,Tikkurila-Sotunki-Nikinmäki-Leppäkorpi-Korso,,701,http://aikataulut.hsl.fi/linjat/fi/b736.html
4736B,HSL,736B,C-bus,0,14,Nikinmäki-Leppäkorpi-Korso,,701,http://aikataulut.hsl.fi/linjat/fi/b736B.html
4737,HSL,737,C-bus,0,14,Pohjois-Nikinmäki-Nikinmäki-Mikkola-Korso,,701,http://aikataulut.hsl.fi/linjat/fi/b737.html
4737K,HSL,737K,A-bus,0,11,Pohjois-Nikinmäki-Nikinmäki-Jokivarsi-Mikkola-Korso,,701,http://aikataulut.hsl.fi/linjat/fi/b737K.html
4739,HSL,739,C-bus,0,14,Rautatientori-Kuninkaanmäki-Nikinmäk-Korso,,701,http://aikataulut.hsl.fi/linjat/fi/b739.html
5520,HSL,520,C-bus,0,14,Matinkylä (M)-Suurpelto-Leppävaara-Myyrmäki-Martinlaakso,,702,http://aikataulut.hsl.fi/linjat/fi/b520.html
5530,HSL,530,C-bus,0,14,Matinkylä (M)-Finnoo (M)-Espoon keskus-Myyrmäki,,702,http://aikataulut.hsl.fi/linjat/fi/b530.html
5566,HSL,566,A-bus,1100,11,Martinlaakso-Järvenperä-Espoon keskus,,701,http://aikataulut.hsl.fi/linjat/fi/b566.html
5583,HSL,583,A-bus,0,11,Aviapolis-Louhela-Perusmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b583.html
5583K,HSL,583K,A-bus,0,11,Aviapolis-Louhela-Perusmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b583K.html
5584,HSL,584,A-bus,0,11,Aviapolis-Louhela-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b584.html
5584T,HSL,584T,A-bus,0,11,Kalajärvi-Louhela-Helsinge skola,,701,http://aikataulut.hsl.fi/linjat/fi/b584T.html
6171,HSL,171,A-bus,0,11,Matinkylä (M)-Masala-Kirkkonummi,,701,http://aikataulut.hsl.fi/linjat/fi/b171.html
6171B,HSL,171B,A-bus,0,11,Kirkkonummi - Gesterby,,701,http://aikataulut.hsl.fi/linjat/fi/b171B.html
6171Z,HSL,171Z,A-bus,0,11,Matinkylä (M)-Gesterby-Kirkkonummi,,701,http://aikataulut.hsl.fi/linjat/fi/b171Z.html
6172,HSL,172,A-bus,0,11,Matinkylä (M)-Masala-Kirkkonummi-Kantvik,,701,http://aikataulut.hsl.fi/linjat/fi/b172.html
6173,HSL,173,A-bus,0,11,Matinkylä (M)-Masala-Kirkkonummi-Upinniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b173.html
6173N,HSL,173N,A-bus,0,11,Kamppi-Masala-Kirkkonummi-Upinniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b173N.html
6173Z,HSL,173Z,A-bus,0,11,Matinkylä (M)-Kirkkonummi-Upinniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b173Z.html
6175,HSL,175,A-bus,0,11,Matinkylä (M)-Sarvvik-Masala-Jorvas,,701,http://aikataulut.hsl.fi/linjat/fi/b175.html
6175V,HSL,175V,A-bus,0,11,Matinkylä (M)-Jorvas,,701,http://aikataulut.hsl.fi/linjat/fi/b175V.html
6181,HSL,181,A-bus,0,11,Kirkkonummi-Siuntio,,701,http://aikataulut.hsl.fi/linjat/fi/b181.html
6181K,HSL,181K,A-bus,0,11,Kirkkonummi-Siuntio,,701,http://aikataulut.hsl.fi/linjat/fi/b181K.html
6182,HSL,182,A-bus,0,11,Kirkkonummi-Siuntio,,701,http://aikataulut.hsl.fi/linjat/fi/b182.html
6182A,HSL,182A,A-bus,0,11,Kirkkonummi-Siuntio-Siuntion kylpylä,,701,http://aikataulut.hsl.fi/linjat/fi/b182A.html
6243,HSL,243,A-bus,1100,11,Espoon keskus-Muurala-Kolmperä-Kolmiranta-Veikkola,,701,http://aikataulut.hsl.fi/linjat/fi/b243.html
6243V,HSL,243V,A-bus,1100,11,Espoon keskus-Muurala-Kolmperä-Veikkola,,701,http://aikataulut.hsl.fi/linjat/fi/b243V.html
6901,HSL,901,A-bus,0,11,Luoma-Masala-Jorvaksentie-Hirsala,,701,http://aikataulut.hsl.fi/linjat/fi/b901.html
6901K,HSL,901K,A-bus,0,11,Luoma-Masala-Gesterby-Hirsala,,701,http://aikataulut.hsl.fi/linjat/fi/b901K.html
6902,HSL,902,A-bus,0,11,Pikkalan tehdas-Kirkkonummi-Porkkala,,701,http://aikataulut.hsl.fi/linjat/fi/b902.html
6902K,HSL,902K,A-bus,0,11,Pikkalan tehdas-Kirkkonummi-Porkkala,,701,http://aikataulut.hsl.fi/linjat/fi/b902K.html
6903,HSL,903,A-bus,0,11,Kirkkonummi-Hila,,701,http://aikataulut.hsl.fi/linjat/fi/b903.html
6903K,HSL,903K,A-bus,0,11,Kirkkonummi-Kantvik-Hila,,701,http://aikataulut.hsl.fi/linjat/fi/b903K.html
6904,HSL,904,A-bus,0,11,Kirkkonummi-Kyrkvalla-Kantvik,,701,http://aikataulut.hsl.fi/linjat/fi/b904.html
6906,HSL,906,A-bus,0,11,Luoma-Masala-Kauhala,,701,http://aikataulut.hsl.fi/linjat/fi/b906.html
6907,HSL,907,A-bus,0,11,Kirkkonummi-Veklahti-Lapinkylä-Veikkola,,701,http://aikataulut.hsl.fi/linjat/fi/b907.html
6908,HSL,908,A-bus,0,11,Kirkkonummi-Evitskog-Kylmälä-Veikkola-Kaislampi,,701,http://aikataulut.hsl.fi/linjat/fi/b908.html
6908K,HSL,908K,A-bus,0,11,Kirkkonummi-Evitskog-Kylmälä-Veikkola-Kaislampi,,701,http://aikataulut.hsl.fi/linjat/fi/b908K.html
6909,HSL,909,A-bus,0,11,Veikkola-Lapinkylä-Kauhala,,701,http://aikataulut.hsl.fi/linjat/fi/b909.html
6909K,HSL,909K,A-bus,0,11,Veikkola-Lapinkylä-Oitmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b909K.html
6911,HSL,911,A-bus,0,11,Kauklahti-Masala-Kirkkonummi,,701,http://aikataulut.hsl.fi/linjat/fi/b911.html
6912,HSL,912,A-bus,1100,11,Kuntakeskus-Pikkala,,704,http://aikataulut.hsl.fi/linjat/fi/b912.html
6912K,HSL,912K,A-bus,1100,11,Kuntakeskus-Störsvik-Pikkala,,704,http://aikataulut.hsl.fi/linjat/fi/b912K.html
6913A,HSL,913A,M-bus,230,1.5,Kuntakeskus-Västerby-Karskog-Kuntakeskus,,704,http://aikataulut.hsl.fi/linjat/fi/b913A.html
6913B,HSL,913B,M-bus,230,1.5,Kuntakeskus-Kela-Karskog-Västerby,,704,http://aikataulut.hsl.fi/linjat/fi/b913B.html
6913BT,HSL,913BT,M-bus,230,1.5,Kuntakeskus-Böle-Kela-Karskog-Kuntakeskus,,704,http://aikataulut.hsl.fi/linjat/fi/b913BT.html
6914,HSL,914,A-bus,1100,11,Kuntakeskus- Siuntion kk.-Raivio-Bocksintie,,704,http://aikataulut.hsl.fi/linjat/fi/b914.html
6914B,HSL,914B,A-bus,1100,11,Kuntakeskus- Siuntion kk.-Raivio-Evitskog,,704,http://aikataulut.hsl.fi/linjat/fi/b914B.html
6914T,HSL,914T,A-bus,1100,11,Kuntakeskus- Siuntion kk.-Bocksintie,,704,http://aikataulut.hsl.fi/linjat/fi/b914T.html
6915A,HSL,915A,M-bus,230,1.5,Kuntakeskus-Siuntion kk.-Järvinummi-Kuntakeskus,,704,http://aikataulut.hsl.fi/linjat/fi/b915A.html
6915AK,HSL,915AK,M-bus,230,1.5,Kuntakeskus-Siuntion kk.-Järvinummi-Kuntakeskus,,704,http://aikataulut.hsl.fi/linjat/fi/b915AK.html
6915B,HSL,915B,M-bus,230,1.5,Kuntakeskus-Siuntion kylpylä-Siuntion kk.-Annila-Järvinummi,,704,http://aikataulut.hsl.fi/linjat/fi/b915B.html
6915BK,HSL,915BK,M-bus,230,1.5,Kuntakeskus-Siuntion kk.-Annila-Järvinummi,,704,http://aikataulut.hsl.fi/linjat/fi/b915BK.html
6915T,HSL,915T,A-bus,1100,11,Kuntakeskus-Siuntion kk.-Järvinummi-Kahvimaa,,704,http://aikataulut.hsl.fi/linjat/fi/b915T.html
6916,HSL,916,A-bus,1100,11,Kuntakeskus-Siuntion kk.-Suitia-Pauni,,704,http://aikataulut.hsl.fi/linjat/fi/b916.html
6916K,HSL,916K,M-bus,230,1.5,Kuntakeskus-Siuntion kylpyä-Siuntion kk.-Suitia-Pauni,,704,http://aikataulut.hsl.fi/linjat/fi/b916K.html
6917,HSL,917,M-bus,230,1.5,Kuntakeskus-Siuntion kk.-Vejans-Hästböle-Kuntakeskus,,704,http://aikataulut.hsl.fi/linjat/fi/b917.html
9633N,HSL,633N,A-bus,550,11,Rautatientori-Simonkylä-Leinelä-Korso-Ahjo-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b633N.html
9641,HSL,641,A-bus,550,11,Tikkurila-Leinelä-Hyrylä-Kerava,,701,http://aikataulut.hsl.fi/linjat/fi/b641.html
9642,HSL,642,A-bus,550,11,Leinelä-Lahela-Hyrylä,,701,http://aikataulut.hsl.fi/linjat/fi/b642.html
9642K,HSL,642K,A-bus,550,11,Leinelä-Ruotsinkylä-Lahela-Hyrylä,,701,http://aikataulut.hsl.fi/linjat/fi/b642K.html
9643,HSL,643,A-bus,550,11,Hakaniemi-Hyrylä,,701,http://aikataulut.hsl.fi/linjat/fi/b643.html
9643K,HSL,643K,C-bus,650,14,Hakaniemi-Ruskeasanta-Hyrylä,,701,http://aikataulut.hsl.fi/linjat/fi/b643K.html
9643N,HSL,643N,A-bus,1100,11,Rautatientori-Hyrylä-Lahela,,701,http://aikataulut.hsl.fi/linjat/fi/b643N.html
9665,HSL,665,A-bus,1100,11,Hyrylä-Järvenpää-Kellokoski,,701,http://aikataulut.hsl.fi/linjat/fi/b665.html
9665A,HSL,665A,A-bus,1100,11,Hyrylä-Järvenpää-Kellokoski(-Mäntsälä),,701,http://aikataulut.hsl.fi/linjat/fi/b665A.html
9665K,HSL,665K,A-bus,1100,11,Hyrylä-Järvenpää-Jamppa-Kellokoski,,701,http://aikataulut.hsl.fi/linjat/fi/b665K.html
9665N,HSL,665N,A-bus,1100,11,Rautatientori-Hyrylä-Järvenpää-Jamppa-Kellokoski,,701,http://aikataulut.hsl.fi/linjat/fi/b665N.html
9738,HSL,738,A-bus,550,11,Kalasatama (M)-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b738.html
9785,HSL,785,C-bus,0,14,Rautatientori-Jokivarsi-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b785.html
9785K,HSL,785K,A-bus,0,11,Rautatientori-Kuninkaanmäki-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b785K.html
9787,HSL,787,C-bus,0,14,Rautatientori-Nikinmäki-Nikkilä-Pornainen,,701,http://aikataulut.hsl.fi/linjat/fi/b787.html
9787A,HSL,787A,C-bus,0,14,Rautatientori-Nikinmäki-Nikkilä-Laukkoski-Pornainen-Halkia,,701,http://aikataulut.hsl.fi/linjat/fi/b787A.html
9787B,HSL,787B,A-bus,0,11,Nikkilä-Pornainen,,701,http://aikataulut.hsl.fi/linjat/fi/b787B.html
9787K,HSL,787K,A-bus,0,11,Rautatientori-Kuninkaanmäki-Nikkilä-Pornainen,,701,http://aikataulut.hsl.fi/linjat/fi/b787K.html
9788,HSL,788,A-bus,0,11,Rautatientori-Jokivarsi-Nikkilä-Hinthaara-Porvoo,,701,http://aikataulut.hsl.fi/linjat/fi/b788.html
9788B,HSL,788B,A-bus,0,11,Nikkilä-Hinthaara-Porvoo,,701,http://aikataulut.hsl.fi/linjat/fi/b788B.html
9788K,HSL,788K,C-bus,0,14,Rautatientori-Kuninkaanmäki-Nikkilä-Hinthaara-Porvoo,,701,http://aikataulut.hsl.fi/linjat/fi/b788K.html
9841,HSL,841,A-bus,0,11,Itäkeskus-Östersundom-Söderkulla-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b841.html
9841B,HSL,841B,A-bus,0,11,Söderkulla-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b841B.html
9841N,HSL,841N,A-bus,0,11,Rautatientori-Östersundom-Söderkulla-Nikkilä-Jokimäki,,701,http://aikataulut.hsl.fi/linjat/fi/b841N.html
9842,HSL,842,A-bus,0,11,Itäkeskus–Söderkulla–Eriksnäs,,701,http://aikataulut.hsl.fi/linjat/fi/b842.html
9843,HSL,843,A-bus,0,11,Itäkeskus–Söderkulla–Kalkkiranta,,701,http://aikataulut.hsl.fi/linjat/fi/b843.html
9844,HSL,844,A-bus,0,11,Itäkeskus–Söderkulla–Taasjärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b844.html
9961,HSL,961,A-bus,1100,11,Korso-Sula-Riihikallio-Hyrylä-Nahkela-Palojoki(-Nurmijärvi),,701,http://aikataulut.hsl.fi/linjat/fi/b961.html
9961B,HSL,961B,A-bus,1100,11,Korso-Sula-Riihikallio-Hyrylä,,701,http://aikataulut.hsl.fi/linjat/fi/b961B.html
9963,HSL,963,A-bus,550,11,Paijala-Hyrylä-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b963.html
9964,HSL,964,A-bus,550,11,Hyrylä-Paijala-Rusutjärvi-Rannikonmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b964.html
9964K,HSL,964K,M-bus,230,1.5,Rannikonmäki-Rusutjärvi-Paijala-Hyrylä,,701,http://aikataulut.hsl.fi/linjat/fi/b964K.html
9965,HSL,965,M-bus,230,1.5,Hyrylä-Jäniksenlinna-Perttu-Jokela,,701,http://aikataulut.hsl.fi/linjat/fi/b965.html
9965K,HSL,965K,A-bus,1100,11,Hyrylä-Jäniksenlinna-Perttu-Jokela,,701,http://aikataulut.hsl.fi/linjat/fi/b965K.html
9966,HSL,966,A-bus,1100,11,Jokela-Vanhakylän koulu - Saunakallio -Terrisuo,,701,http://aikataulut.hsl.fi/linjat/fi/b966.html
